audio_fileNames,label_fileNames,acoustic_scene_label,events_label_list
bus1_downshift_9.wav,bus1_downshift_9.jams,bus,"['cough', 'cough', 'cough', 'clearthroat', 'clearthroat', 'cough', 'laughter', 'laughter', 'speech', 'cough', 'phone', 'cough', 'keys', 'phone']"
bus1_upshift_0.wav,bus1_upshift_0.jams,bus,"['keys', 'laughter', 'keys', 'phone', 'cough']"
bus1_upshift_1.wav,bus1_upshift_1.jams,bus,"['phone', 'cough', 'speech', 'laughter', 'keys', 'clearthroat', 'keys', 'speech', 'keys', 'clearthroat']"
bus1_upshift_2.wav,bus1_upshift_2.jams,bus,"['keys', 'phone', 'keys', 'phone', 'cough', 'keys', 'keys', 'laughter', 'laughter', 'clearthroat', 'phone', 'phone', 'cough']"
bus1_upshift_3.wav,bus1_upshift_3.jams,bus,"['keys', 'laughter', 'laughter', 'speech', 'speech', 'cough', 'phone', 'keys', 'clearthroat', 'keys', 'clearthroat', 'phone', 'cough', 'laughter', 'cough', 'keys', 'laughter', 'cough']"
bus1_upshift_4.wav,bus1_upshift_4.jams,bus,"['speech', 'cough', 'speech', 'clearthroat', 'keys', 'laughter', 'phone', 'keys', 'cough', 'clearthroat', 'speech', 'speech']"
bus1_upshift_5.wav,bus1_upshift_5.jams,bus,"['laughter', 'cough', 'clearthroat', 'laughter', 'cough', 'phone', 'keys', 'laughter', 'keys', 'clearthroat']"
bus1_upshift_6.wav,bus1_upshift_6.jams,bus,"['laughter', 'phone', 'laughter', 'clearthroat', 'phone', 'clearthroat', 'cough', 'cough', 'keys', 'laughter', 'keys', 'speech', 'phone', 'phone', 'laughter', 'cough', 'phone']"
bus1_upshift_7.wav,bus1_upshift_7.jams,bus,"['keys', 'phone', 'clearthroat', 'laughter', 'laughter', 'speech', 'clearthroat', 'laughter', 'keys', 'speech', 'speech', 'cough', 'clearthroat', 'laughter', 'cough', 'keys', 'speech']"
bus1_upshift_8.wav,bus1_upshift_8.jams,bus,"['speech', 'speech', 'laughter', 'clearthroat', 'phone', 'cough', 'phone', 'phone', 'keys', 'clearthroat', 'speech', 'cough']"
bus1_upshift_9.wav,bus1_upshift_9.jams,bus,"['cough', 'cough', 'cough', 'clearthroat', 'clearthroat', 'cough', 'laughter', 'laughter', 'speech', 'cough', 'phone', 'cough', 'keys', 'phone']"
bus2_0.wav,bus2_0.jams,bus,"['phone', 'cough', 'speech', 'clearthroat', 'speech', 'laughter', 'clearthroat', 'phone']"
bus2_1.wav,bus2_1.jams,bus,"['laughter', 'phone', 'phone']"
bus2_2.wav,bus2_2.jams,bus,"['laughter', 'keys', 'keys', 'cough', 'speech', 'laughter', 'speech']"
bus2_3.wav,bus2_3.jams,bus,"['phone', 'laughter', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'keys', 'laughter', 'phone', 'clearthroat', 'laughter']"
bus2_4.wav,bus2_4.jams,bus,"['keys', 'speech', 'clearthroat', 'speech', 'laughter', 'keys', 'keys', 'cough', 'keys', 'speech', 'speech', 'speech', 'laughter', 'clearthroat', 'keys', 'clearthroat', 'laughter', 'phone', 'phone', 'laughter']"
bus2_5.wav,bus2_5.jams,bus,"['laughter', 'laughter', 'cough', 'laughter']"
bus2_6.wav,bus2_6.jams,bus,"['phone', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']"
bus2_7.wav,bus2_7.jams,bus,"['laughter', 'phone', 'speech', 'speech', 'cough', 'keys', 'speech', 'keys', 'clearthroat', 'cough', 'phone', 'cough', 'laughter', 'speech', 'phone', 'phone', 'cough', 'phone', 'keys']"
bus2_8.wav,bus2_8.jams,bus,"['phone', 'clearthroat', 'cough', 'speech', 'phone', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'keys', 'cough', 'phone']"
bus2_9.wav,bus2_9.jams,bus,"['phone', 'clearthroat', 'laughter', 'phone', 'cough', 'laughter', 'cough', 'laughter', 'speech', 'phone', 'laughter', 'cough', 'speech', 'speech', 'phone', 'speech']"
bus2_downshift_0.wav,bus2_downshift_0.jams,bus,"['phone', 'cough', 'speech', 'clearthroat', 'speech', 'laughter', 'clearthroat', 'phone']"
bus2_downshift_1.wav,bus2_downshift_1.jams,bus,"['laughter', 'phone', 'phone']"
bus2_downshift_2.wav,bus2_downshift_2.jams,bus,"['laughter', 'keys', 'keys', 'cough', 'speech', 'laughter', 'speech']"
bus2_downshift_3.wav,bus2_downshift_3.jams,bus,"['phone', 'laughter', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'keys', 'laughter', 'phone', 'clearthroat', 'laughter']"
bus2_downshift_4.wav,bus2_downshift_4.jams,bus,"['keys', 'speech', 'clearthroat', 'speech', 'laughter', 'keys', 'keys', 'cough', 'keys', 'speech', 'speech', 'speech', 'laughter', 'clearthroat', 'keys', 'clearthroat', 'laughter', 'phone', 'phone', 'laughter']"
bus2_downshift_5.wav,bus2_downshift_5.jams,bus,"['laughter', 'laughter', 'cough', 'laughter']"
bus2_downshift_6.wav,bus2_downshift_6.jams,bus,"['phone', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']"
bus2_downshift_7.wav,bus2_downshift_7.jams,bus,"['laughter', 'phone', 'speech', 'speech', 'cough', 'keys', 'speech', 'keys', 'clearthroat', 'cough', 'phone', 'cough', 'laughter', 'speech', 'phone', 'phone', 'cough', 'phone', 'keys']"
bus2_downshift_8.wav,bus2_downshift_8.jams,bus,"['phone', 'clearthroat', 'cough', 'speech', 'phone', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'keys', 'cough', 'phone']"
bus2_downshift_9.wav,bus2_downshift_9.jams,bus,"['phone', 'clearthroat', 'laughter', 'phone', 'cough', 'laughter', 'cough', 'laughter', 'speech', 'phone', 'laughter', 'cough', 'speech', 'speech', 'phone', 'speech']"
bus2_upshift_0.wav,bus2_upshift_0.jams,bus,"['phone', 'cough', 'speech', 'clearthroat', 'speech', 'laughter', 'clearthroat', 'phone']"
bus2_upshift_1.wav,bus2_upshift_1.jams,bus,"['laughter', 'phone', 'phone']"
bus2_upshift_2.wav,bus2_upshift_2.jams,bus,"['laughter', 'keys', 'keys', 'cough', 'speech', 'laughter', 'speech']"
bus2_upshift_3.wav,bus2_upshift_3.jams,bus,"['phone', 'laughter', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'keys', 'laughter', 'phone', 'clearthroat', 'laughter']"
bus2_upshift_4.wav,bus2_upshift_4.jams,bus,"['keys', 'speech', 'clearthroat', 'speech', 'laughter', 'keys', 'keys', 'cough', 'keys', 'speech', 'speech', 'speech', 'laughter', 'clearthroat', 'keys', 'clearthroat', 'laughter', 'phone', 'phone', 'laughter']"
bus2_upshift_5.wav,bus2_upshift_5.jams,bus,"['laughter', 'laughter', 'cough', 'laughter']"
bus2_upshift_6.wav,bus2_upshift_6.jams,bus,"['phone', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']"
bus2_upshift_7.wav,bus2_upshift_7.jams,bus,"['laughter', 'phone', 'speech', 'speech', 'cough', 'keys', 'speech', 'keys', 'clearthroat', 'cough', 'phone', 'cough', 'laughter', 'speech', 'phone', 'phone', 'cough', 'phone', 'keys']"
bus2_upshift_8.wav,bus2_upshift_8.jams,bus,"['phone', 'clearthroat', 'cough', 'speech', 'phone', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'keys', 'cough', 'phone']"
bus2_upshift_9.wav,bus2_upshift_9.jams,bus,"['phone', 'clearthroat', 'laughter', 'phone', 'cough', 'laughter', 'cough', 'laughter', 'speech', 'phone', 'laughter', 'cough', 'speech', 'speech', 'phone', 'speech']"
bus3_0.wav,bus3_0.jams,bus,"['keys', 'laughter', 'cough', 'keys', 'laughter', 'clearthroat', 'laughter', 'keys', 'phone', 'keys', 'speech']"
bus3_1.wav,bus3_1.jams,bus,"['keys', 'cough', 'phone', 'laughter', 'laughter']"
bus3_2.wav,bus3_2.jams,bus,"['cough', 'cough', 'laughter', 'keys', 'laughter', 'laughter', 'phone', 'cough', 'cough', 'cough', 'clearthroat', 'laughter', 'cough', 'laughter']"
bus3_3.wav,bus3_3.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'speech']"
bus3_4.wav,bus3_4.jams,bus,"['clearthroat', 'keys']"
bus3_5.wav,bus3_5.jams,bus,"['phone', 'keys']"
bus3_6.wav,bus3_6.jams,bus,"['phone', 'speech', 'speech', 'clearthroat', 'speech', 'cough', 'clearthroat', 'laughter', 'cough']"
bus3_7.wav,bus3_7.jams,bus,"['keys', 'clearthroat', 'speech', 'keys', 'cough']"
bus3_8.wav,bus3_8.jams,bus,['phone']
bus3_9.wav,bus3_9.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'phone', 'laughter', 'speech', 'clearthroat', 'cough', 'laughter', 'cough', 'cough', 'cough', 'speech', 'clearthroat', 'speech']"
bus3_downshift_0.wav,bus3_downshift_0.jams,bus,"['keys', 'laughter', 'cough', 'keys', 'laughter', 'clearthroat', 'laughter', 'keys', 'phone', 'keys', 'speech']"
bus3_downshift_1.wav,bus3_downshift_1.jams,bus,"['keys', 'cough', 'phone', 'laughter', 'laughter']"
bus3_downshift_2.wav,bus3_downshift_2.jams,bus,"['cough', 'cough', 'laughter', 'keys', 'laughter', 'laughter', 'phone', 'cough', 'cough', 'cough', 'clearthroat', 'laughter', 'cough', 'laughter']"
bus3_downshift_3.wav,bus3_downshift_3.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'speech']"
bus3_downshift_4.wav,bus3_downshift_4.jams,bus,"['clearthroat', 'keys']"
bus3_downshift_5.wav,bus3_downshift_5.jams,bus,"['phone', 'keys']"
bus3_downshift_6.wav,bus3_downshift_6.jams,bus,"['phone', 'speech', 'speech', 'clearthroat', 'speech', 'cough', 'clearthroat', 'laughter', 'cough']"
bus3_downshift_7.wav,bus3_downshift_7.jams,bus,"['keys', 'clearthroat', 'speech', 'keys', 'cough']"
bus3_downshift_8.wav,bus3_downshift_8.jams,bus,['phone']
bus3_downshift_9.wav,bus3_downshift_9.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'phone', 'laughter', 'speech', 'clearthroat', 'cough', 'laughter', 'cough', 'cough', 'cough', 'speech', 'clearthroat', 'speech']"
bus3_upshift_0.wav,bus3_upshift_0.jams,bus,"['keys', 'laughter', 'cough', 'keys', 'laughter', 'clearthroat', 'laughter', 'keys', 'phone', 'keys', 'speech']"
bus3_upshift_1.wav,bus3_upshift_1.jams,bus,"['keys', 'cough', 'phone', 'laughter', 'laughter']"
bus3_upshift_2.wav,bus3_upshift_2.jams,bus,"['cough', 'cough', 'laughter', 'keys', 'laughter', 'laughter', 'phone', 'cough', 'cough', 'cough', 'clearthroat', 'laughter', 'cough', 'laughter']"
bus3_upshift_3.wav,bus3_upshift_3.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'speech']"
bus3_upshift_4.wav,bus3_upshift_4.jams,bus,"['clearthroat', 'keys']"
bus3_upshift_5.wav,bus3_upshift_5.jams,bus,"['phone', 'keys']"
bus3_upshift_6.wav,bus3_upshift_6.jams,bus,"['phone', 'speech', 'speech', 'clearthroat', 'speech', 'cough', 'clearthroat', 'laughter', 'cough']"
bus3_upshift_7.wav,bus3_upshift_7.jams,bus,"['keys', 'clearthroat', 'speech', 'keys', 'cough']"
bus3_upshift_8.wav,bus3_upshift_8.jams,bus,['phone']
bus3_upshift_9.wav,bus3_upshift_9.jams,bus,"['clearthroat', 'cough', 'keys', 'phone', 'keys', 'phone', 'laughter', 'speech', 'clearthroat', 'cough', 'laughter', 'cough', 'cough', 'cough', 'speech', 'clearthroat', 'speech']"
bus4_0.wav,bus4_0.jams,bus,"['speech', 'speech', 'cough', 'speech', 'phone', 'laughter', 'laughter', 'cough', 'cough', 'laughter', 'cough']"
bus4_1.wav,bus4_1.jams,bus,"['cough', 'phone', 'laughter', 'phone', 'cough', 'laughter', 'phone', 'speech', 'keys', 'cough']"
bus4_2.wav,bus4_2.jams,bus,"['clearthroat', 'laughter', 'laughter', 'laughter', 'clearthroat', 'cough', 'phone']"
bus4_3.wav,bus4_3.jams,bus,"['phone', 'clearthroat', 'keys', 'phone', 'keys', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'keys']"
bus4_4.wav,bus4_4.jams,bus,"['phone', 'phone', 'clearthroat']"
bus4_5.wav,bus4_5.jams,bus,"['laughter', 'phone', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'phone', 'speech']"
bus4_6.wav,bus4_6.jams,bus,"['speech', 'speech', 'speech', 'clearthroat', 'cough', 'phone', 'speech', 'keys', 'speech', 'keys']"
bus4_7.wav,bus4_7.jams,bus,"['speech', 'phone', 'phone', 'laughter', 'clearthroat', 'cough', 'laughter', 'phone', 'keys']"
bus4_8.wav,bus4_8.jams,bus,"['cough', 'keys']"
bus4_9.wav,bus4_9.jams,bus,"['phone', 'cough', 'phone', 'phone', 'speech', 'speech', 'cough', 'clearthroat', 'speech']"
bus4_downshift_0.wav,bus4_downshift_0.jams,bus,"['speech', 'speech', 'cough', 'speech', 'phone', 'laughter', 'laughter', 'cough', 'cough', 'laughter', 'cough']"
bus4_downshift_1.wav,bus4_downshift_1.jams,bus,"['cough', 'phone', 'laughter', 'phone', 'cough', 'laughter', 'phone', 'speech', 'keys', 'cough']"
bus4_downshift_2.wav,bus4_downshift_2.jams,bus,"['clearthroat', 'laughter', 'laughter', 'laughter', 'clearthroat', 'cough', 'phone']"
bus4_downshift_3.wav,bus4_downshift_3.jams,bus,"['phone', 'clearthroat', 'keys', 'phone', 'keys', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'keys']"
bus4_downshift_4.wav,bus4_downshift_4.jams,bus,"['phone', 'phone', 'clearthroat']"
bus4_downshift_5.wav,bus4_downshift_5.jams,bus,"['laughter', 'phone', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'phone', 'speech']"
bus4_downshift_6.wav,bus4_downshift_6.jams,bus,"['speech', 'speech', 'speech', 'clearthroat', 'cough', 'phone', 'speech', 'keys', 'speech', 'keys']"
bus4_downshift_7.wav,bus4_downshift_7.jams,bus,"['speech', 'phone', 'phone', 'laughter', 'clearthroat', 'cough', 'laughter', 'phone', 'keys']"
bus4_downshift_8.wav,bus4_downshift_8.jams,bus,"['cough', 'keys']"
bus4_downshift_9.wav,bus4_downshift_9.jams,bus,"['phone', 'cough', 'phone', 'phone', 'speech', 'speech', 'cough', 'clearthroat', 'speech']"
bus4_upshift_0.wav,bus4_upshift_0.jams,bus,"['speech', 'speech', 'cough', 'speech', 'phone', 'laughter', 'laughter', 'cough', 'cough', 'laughter', 'cough']"
bus4_upshift_1.wav,bus4_upshift_1.jams,bus,"['cough', 'phone', 'laughter', 'phone', 'cough', 'laughter', 'phone', 'speech', 'keys', 'cough']"
bus4_upshift_2.wav,bus4_upshift_2.jams,bus,"['clearthroat', 'laughter', 'laughter', 'laughter', 'clearthroat', 'cough', 'phone']"
bus4_upshift_3.wav,bus4_upshift_3.jams,bus,"['phone', 'clearthroat', 'keys', 'phone', 'keys', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'keys']"
bus4_upshift_4.wav,bus4_upshift_4.jams,bus,"['phone', 'phone', 'clearthroat']"
bus4_upshift_5.wav,bus4_upshift_5.jams,bus,"['laughter', 'phone', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'phone', 'speech']"
bus4_upshift_6.wav,bus4_upshift_6.jams,bus,"['speech', 'speech', 'speech', 'clearthroat', 'cough', 'phone', 'speech', 'keys', 'speech', 'keys']"
bus4_upshift_7.wav,bus4_upshift_7.jams,bus,"['speech', 'phone', 'phone', 'laughter', 'clearthroat', 'cough', 'laughter', 'phone', 'keys']"
bus4_upshift_8.wav,bus4_upshift_8.jams,bus,"['cough', 'keys']"
bus4_upshift_9.wav,bus4_upshift_9.jams,bus,"['phone', 'cough', 'phone', 'phone', 'speech', 'speech', 'cough', 'clearthroat', 'speech']"
bus5_0.wav,bus5_0.jams,bus,"['clearthroat', 'keys', 'keys', 'cough', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'speech']"
bus5_1.wav,bus5_1.jams,bus,"['cough', 'phone', 'keys', 'phone', 'clearthroat', 'laughter', 'phone', 'laughter', 'phone', 'phone']"
bus5_2.wav,bus5_2.jams,bus,"['phone', 'cough', 'clearthroat', 'phone', 'phone', 'cough', 'laughter', 'keys', 'phone', 'speech', 'clearthroat', 'cough', 'keys', 'phone', 'keys', 'speech', 'phone']"
bus5_3.wav,bus5_3.jams,bus,"['keys', 'keys', 'cough', 'keys', 'phone', 'phone', 'phone', 'keys', 'cough', 'laughter', 'clearthroat', 'speech', 'laughter', 'speech', 'cough', 'keys', 'clearthroat', 'keys']"
bus5_4.wav,bus5_4.jams,bus,"['cough', 'cough', 'cough', 'cough', 'clearthroat', 'speech', 'speech', 'cough', 'laughter', 'keys', 'keys', 'clearthroat', 'speech', 'phone', 'speech', 'clearthroat', 'keys', 'speech', 'keys']"
bus5_5.wav,bus5_5.jams,bus,"['keys', 'clearthroat', 'cough', 'keys', 'clearthroat', 'cough', 'phone', 'clearthroat', 'keys', 'clearthroat', 'phone', 'speech', 'phone', 'phone', 'clearthroat', 'laughter', 'laughter']"
bus5_6.wav,bus5_6.jams,bus,"['keys', 'phone', 'keys', 'cough', 'keys', 'laughter', 'phone']"
bus5_7.wav,bus5_7.jams,bus,"['keys', 'cough', 'keys', 'keys', 'speech', 'clearthroat', 'clearthroat', 'keys', 'keys', 'keys', 'clearthroat', 'laughter', 'speech']"
bus5_8.wav,bus5_8.jams,bus,"['speech', 'cough', 'speech', 'speech', 'phone', 'laughter', 'cough', 'cough', 'phone', 'laughter', 'clearthroat']"
bus5_9.wav,bus5_9.jams,bus,"['laughter', 'phone', 'clearthroat', 'phone', 'speech', 'keys', 'clearthroat', 'cough', 'speech', 'clearthroat', 'laughter', 'phone', 'laughter', 'laughter', 'clearthroat', 'cough', 'clearthroat', 'phone', 'phone', 'clearthroat']"
bus5_downshift_0.wav,bus5_downshift_0.jams,bus,"['clearthroat', 'keys', 'keys', 'cough', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'speech']"
bus5_downshift_1.wav,bus5_downshift_1.jams,bus,"['cough', 'phone', 'keys', 'phone', 'clearthroat', 'laughter', 'phone', 'laughter', 'phone', 'phone']"
bus5_downshift_2.wav,bus5_downshift_2.jams,bus,"['phone', 'cough', 'clearthroat', 'phone', 'phone', 'cough', 'laughter', 'keys', 'phone', 'speech', 'clearthroat', 'cough', 'keys', 'phone', 'keys', 'speech', 'phone']"
